-2.4533,4.25
0.868,3.11
-1.1028,5.59
1.6311,2.26
-1.0472,6.54
-1.9303,3.28
-3.4199,2.69
-1.5559,1.38
-0.55216,4.2
-2.2536,0.91
-3.4199,3.85
0.28707,2.07
0.97165,5.14
-1.2191,3.38
-1.7104,3.9
1.0527,3.03
-1.4495,4.19
-2.0293,4.55
-2.887,3.49
-1.6311,5.94
-3.4199,6.95
-1.6311,7.08
-0.88837,6.37
0.18,6.16
-1.2494,8.17
-0.031682,5.27
0.052811,0.81
2.1365,2.04
0.11629,3.34
-0.50689,4.59
-1.2801,5.84
1.9303,2.83
-0.48444,7.39
-1.5196,4.54
0.89349,5.6
-0.33032,5.92
-3.2603,4.34
-1.5931,1.85
-1.9789,0.39
-0.73944,2.35
-1.0472,2.58
0.073951,2.33
1.0804,2.56
1.7104,1.52
2.2536,3.51
-2.7861,3.17
-1.7104,3.17
-2.2536,3.13
-1.7104,2.59
-1.6702,0.54
-0.28707,1.59
-1.4495,2.57
0.46212,5.85
-2.6078,3.37
-2.0818,3.25
0.91925,2.76
-1.3823,3.85
-1.9303,2.25
-2.887,4.78
-3.1213,1.64
-1.1313,4.1
1.8834,2.86
-2.1365,4.75
-1.1313,6.28
-2.7861,8.41
0.4178,4.44
1.9303,6.74
-3.8362,2.46
-2.0293,9.13
-2.0293,3.32
-1.5196,3.47
-0.83776,3.93
2.7861,3.58
-0.4178,4.05
-2.7861,3.67
-2.998,2.81
-0.99296,1.1
-0.26554,0.38
-1.0472,4.55
0.99832,4.74
-1.8834,3.7
-1.8381,5.42
1.0804,7.78
0.76856,8.04
-0.33032,5.13
-0.73944,4.86
-2.3166,3.23
-0.55216,1.94
-0.4178,3.1
-1.6311,2.72
-3.8362,4.33
-1.7517,4.22
-0.71541,5.64
-1.7104,3.47
1.137,2.77
-0.30866,5.69
0.15873,5.01
-2.887,2.65
-0.22267,2.36
-3.4199,4.54
-2.998,2.22
1.5559,6.19
-3.8362,5.52
-1.0199,3.25
-2.528,3.18
-2.0293,3.18
-0.86294,9.11
2.6078,1.41
-0.86294,3.16
0.095109,3.6
0.9453,0.48
-0.81284,3
-1.4495,5.55
-0.33032,6.64
-0.073951,2.35
-1.7104,2.63
-1.5931,3.67
-1.9303,3.44
0.031682,4.69
3.6077,4.59
-2.1365,5.24
-0.48444,3.74
-2.528,2.61
1.9303,4.01
-1.8834,4.6
-1.7942,2.69
-0.22267,6.71
-1.1601,4.26
-2.887,5.51
0.7202,3.37
-0.30866,4.42
0.48444,2.78
-2.887,2.99
-1.6702,4.25
-1.3497,3.22
-0.052811,5.68
-1.7517,0.56
-3.6077,6.33
-0.81284,7.8
-3.1213,3.63
-2.887,4.33
-1.4495,2.34
-2.0293,1.83
-0.78815,4.2
-0.76369,1.4
-2.1365,0.83
-3.2603,4.11
-3.6077,9.46
1.5559,2.14
-0.15873,2.79
-2.383,2.53
-3.8362,2.74
-1.4495,5.22
-2.0818,9.24
0.79307,4.05
1.2863,8.11
-1.3114,0.1
1.137,6.94
-1.9789,5.14
0.84278,2.17
-1.7517,6.19
-2.0293,3.35
-0.91407,2.45
0.26554,2.67
0.74428,2.47
1.9303,3.23
-3.6077,5.96
1.4495,5.19
-1.4842,3.15
-1.1313,4.9
-1.8381,3.21
0.8178,6.52
-1.4156,5.5
0.62578,3.92
-1.1601,4.5
-1.7942,2.66
1.7942,1.69
-2.1937,3.27
-0.28707,3.96
-2.1365,2.92
-1.1601,5.2
-0.96636,3.51
-1.4842,5.42
-1.7942,5.38
-0.81284,3.12
-1.6702,7.58
-1.9789,2.62
-1.5196,3.47
-1.3114,3.5
-1.0748,2.91
-1.7942,2.98
-1.9789,2.98
-1.9789,5.8
-3.1213,3.3
-1.7942,2.13
-1.9789,3.29
-0.37388,5.14
-1.9789,3.38
-3.8362,2.73
-1.4495,4.02
-3.1213,5.8
3.2603,2.5
-2.6935,5.67
0.37388,2.68
-0.66791,4.65
-0.11629,2.54
-1.4495,4.49
0.74428,2.55
-1.2494,2.79
2.4533,3.24
-0.91407,2.85
-0.64443,4.86
-3.2603,4.88
-0.55216,3.67
-1.3823,4.88
0.052811,5.05
-1.1894,5.39
-2.6935,2.39
0.11629,2.56
-1.6702,4.3
-1.9303,3.1
-0.99296,5.55
-1.0748,3.51
-3.2603,3.87
-0.22267,2.3
-0.86294,6.17
-1.4842,3.53
-1.4156,5.35
0.48444,2.67
-3.6077,3.1
-2.528,3.72
-1.5196,5.35
-0.22267,2.4
-3.2603,4.15
2.7861,1.94
-0.64443,2.71
-1.2191,4.8
-1.1601,3.05
-2.7861,2.89
-2.3166,3.27
-0.55216,3.49
-2.7861,4.47
-0.11629,3.71
1.5196,6.37
-1.9303,2.98
-0.91407,3.87
-1.6702,2.86
0.57958,2.69
-2.383,5.59
-2.528,8.28
-3.8362,4.93
-2.1937,3.09
-0.96636,3.32
-3.6077,4.51
0.073951,2.38
-2.7861,3.17
-2.1365,2.54
-2.0293,3.05
-1.6702,3.08
1.1085,2.03
-0.59799,9.88
-0.28707,2.63
1.0253,2.66
-0.13749,2.29
1.9303,4.39
-3.6077,4.14
-1.4156,3.98
0.4178,3.23
-2.998,5.33
-0.96636,3.73
-0.20131,7.34
-0.18,3.47
-3.1213,4.44
-3.8362,2.7
-2.6935,7.73
0.15873,5.55
0.28707,4.33
0.22267,3.52
-1.4156,2
-1.5931,2.45
-2.6078,8.7
-1.1028,4.04
-2.998,4.67
1.9303,5.37
-2.1937,4.53
-0.62113,1.86
-2.528,3.75
-1.1028,3.29
-0.052811,3.6
-1.7942,3.29
-1.9303,7.99
2.887,2.29
-2.528,4.47
-1.0199,2.15
0.37388,2.77
-0.28707,3.39
-3.2603,3.19
-3.2603,6.6
-1.8834,0.87
-3.1213,2.2
-1.5559,4.69
-1.5931,3.82
-0.575,3.26
-3.6077,3.89
-1.3823,0.66
1.7104,2.39
-0.33032,2.74
-1.2494,5.4
-2.1365,3.38
-0.4178,4.74
-1.4156,3.9
-2.6935,5.87
-1.6702,5.35
-1.0472,3.72
-0.94007,4.46
-2.3166,3.96
-1.1601,4.6
-3.6077,3.56
0.15873,5.64
-1.2494,3.48
-1.5559,0.89
-1.8381,5.66
-1.1313,3.16
-1.7104,0.9
-2.6935,3.88
2.0293,4.15
0.30866,3.84
0.28707,1.29
-1.3823,4.11
-0.4178,2.44
-0.11629,2.85
-0.37388,2.27
-0.50689,4.91
-1.6702,6.48
0.74428,3.35
-2.4533,4.44
-0.81284,4.42
-2.887,10.41
-1.1313,2.99
-1.7942,6.22
-2.3166,2.61
-3.2603,1.96
-0.48444,3.56
-0.76369,6.96
-1.7517,1.44
-1.1894,3.1
-1.7517,5.02
-1.9303,5.39
-2.4533,7.66
-0.46212,6.91
1.2555,3.2
1.4495,4.36
-2.4533,3.02
-3.1213,0.52
-3.8362,1.99
-1.4156,5.68
-0.48444,6.83
1.7517,1.59
-1.2801,2.59
1.6311,5.89
0.39579,3.63
-0.76369,3.02
-1.5931,3.33
1.7517,3.01
-2.4533,3.46
-2.6935,2.82
-2.7861,6.79
2.383,0.97
-0.095109,2.01
-2.0818,6.05
-1.3823,1.77
-2.0818,7.48
-1.2191,6.02
-3.8362,1.93
-1.9789,2
-0.81284,1.71
-3.4199,2.54
-2.1937,4.07
-2.1937,2.64
-0.99296,3.99
-2.887,1.49
0.39579,1.4
-0.94007,3.56
-0.55216,2.31
-0.55216,1.41
-1.3497,1.87
-1.4495,5.92
-1.2494,5.51
-1.5931,4.05
-1.5931,3.65
0.073951,3.08
0.50689,2.06
-0.11629,0.87
-0.64443,4.92
-0.55216,4.25
-0.35206,6.06
0.50689,2.47
-1.4156,1.77
0.55671,3.35
2.0818,4.17
-0.031682,3.47
0.55671,2.35
-3.8362,4.83
-0.37388,2.67
-1.1028,4.7
-1.3497,5.21
-0.052811,4.88
-0.96636,4.5
-2.6935,10.79
-0.01056,7.05
-1.0199,1.96
-3.8362,6.38
-2.1937,4.69
-0.94007,2.99
-1.6702,3.81
-0.50689,5.23
-0.76369,3.45
-0.052811,6.95
-0.78815,1.34
0.33032,3.65
-0.28707,4.58
-1.5559,2.58
-0.35206,4.79
-0.69156,2.8
-1.0472,2.67
-1.4842,0.91
-2.0293,1.89
-1.4156,5.16
0.97165,4.67
-2.6935,4.68
-1.2494,2.35
-1.2494,4.16
-1.7942,1.11
-2.4533,2.75
-0.78815,2.65
-1.3497,4.01
-0.575,0.98
-0.91407,3.64
-2.887,6.22
0.30866,2.61
-3.2603,4.12
-3.8362,2.7
-3.8362,2.22
2.2536,2.36
-3.8362,5.71
-2.887,6.12
-0.66791,2.28
-1.2191,2.81
-1.1601,9.26
-2.6078,2.95
-0.73944,3.85
-2.0293,7.48
-1.9303,3.79
-0.86294,1.5
-0.64443,3.2
-0.33032,2.78
-2.383,2.68
-1.2191,2.69
0.13749,6.22
-2.6935,4.15
-2.998,2.22
-1.5559,2.46
-1.7517,2.61
-3.2603,4.39
2.0293,4.8
-1.9303,5.11
-2.2536,3.23
-2.998,2.22
-2.887,0.92
-3.1213,5.47
1.9789,3.15
-2.0818,4.09
-0.13749,1.3
0.28707,3.3
-0.01056,6.88
0.095109,3.23
-2.0293,3.61
-1.9303,4.99
1.1953,3.47
-1.1028,6.01
-1.1894,5.91
-0.13749,2.12
-3.1213,3.73
-2.0818,3.01
-3.8362,2.48
-0.69156,3.97
-0.46212,5.6
-1.3497,0.32
-1.4495,6.89
-0.48444,2.75
-1.1601,3.73
-1.1894,10.94
-2.6935,3.57
1.8381,2.73
1.3497,3.79
-0.76369,2.92
-3.4199,5.34
-3.2603,8.11
-1.5196,6.38
-0.33032,6.1
-1.2494,2.43
-0.26554,4.75
0.97165,5.84
-0.96636,4.3
-0.37388,1.83
-1.4156,3.26
-0.39579,6.11
1.2863,4.7
-0.86294,2.28
-1.0199,3.34
-2.3166,6.6
0.48444,5.51
-0.62113,3.64
-3.8362,6.78
-2.1937,7.13
0.50689,2.57
-2.0818,2.85
1.0253,3.3
-0.64443,5.43
-2.2536,5.07
-1.2494,4.32
2.0818,2.95
-0.99296,3.25
-2.6935,6.07
-3.6077,4.89
-2.6935,3.03
0.15873,3.01
-1.8381,2.58
-0.62113,3.23
-0.66791,5.03
-1.0199,3.01
-3.8362,2.11
-1.7517,1.82
-1.6311,3.79
1.2251,3.52
-0.88837,7.26
-1.0748,2.75
1.3497,2.48
-1.5196,5.89
-0.28707,5.26
1.4842,5.47
-1.6702,5.82
-1.2801,2.62
-2.2536,2.11
-3.8362,2.98
-2.887,8.77
1.0804,4.13
0.97165,4.52
-2.4533,5.06
-0.83776,3.17
-1.8834,3.99
-2.0818,3.54
-2.6935,3.84
-2.6078,2.61
-0.22267,5.54
-0.095109,2.89
-0.91407,1.05
-3.2603,3.61
-1.7517,3.18
-0.15873,4.72
-1.8381,3.15
-1.2801,5.56
-1.2191,4.27
-0.39579,1.42
-1.0472,3.39
-1.4842,10.53
-2.383,3.76
-3.4199,4.47
-2.6078,3.12
-0.52945,1.79
2.6078,3.12
-0.26554,6.73
-0.095109,3.43
0.4178,3.56
-0.73944,2.06
-2.1937,2.67
-1.8381,1.01
-1.3114,5.42
0.50689,4.85
-1.0748,2.88
-0.78815,5.82
-0.73944,7.31
-1.4156,5.31
-2.6078,2.63
-1.7942,4.78
-1.0199,1.12
-0.52945,5.25
0.37388,5.88
-2.1937,2.98
-1.1028,5.79
-2.887,6.48
-2.1937,4.41
-2.6935,6.33
0.052811,4.7
-2.2536,2.7
1.3823,3.05
-1.7104,5.43
-3.4199,7.72
-2.6935,2.16
-1.1313,2.49
-2.7861,6.48
-1.8834,8.76
-1.3823,4.25
-1.7104,3.06
-0.35206,3.51
-0.26554,4.02
-0.91407,5.16
-0.52945,2.81
-2.0818,4.96
-3.4199,1.68
-0.66791,3.79
2.998,5.17
-2.4533,5.85
0.79307,2.2
-2.4533,8.14
-2.6078,2.9
-1.8381,1.93
-0.031682,4.14
-1.4156,2.92
-1.5559,2.85
-0.33032,3.58
0.64911,5.69
-1.7942,2.47
-0.052811,5.34
-0.64443,4.58
1.2251,4.26
-0.20131,5.11
0.52945,9.16
-0.86294,2.88
-2.1365,3.25
-2.3166,2.51
-1.1601,6.37
-1.1894,5.18
-0.095109,4.42
0.39579,4.76
0.095109,2.89
-2.2536,3.84
-2.4533,2.6
-2.887,6.24
0.031682,1.99
-0.46212,5.1
0.33032,7.8
-0.24408,3.12
1.7104,3.02
-1.4495,9.3
-2.2536,3.71
0.01056,7.8
-2.1365,4.38
-2.7861,2.98
-2.7861,3.29
-0.031682,5.36
-0.13749,3.74
0.37388,4.27
-0.073951,5.38
1.5559,3.09
-0.11629,5.94
-3.8362,6.75
-3.4199,3.62
-1.9303,3.78
-3.1213,2.58
-1.2191,5.12
-1.5559,7.15
-0.01056,4.74
-0.33032,3.69
-3.6077,0.64
0.43991,1.88
-1.1028,1.76
-0.81284,6.44
1.7104,3.59
0.84278,2.5
0.24408,6.56
0.91925,7.5
-1.9789,2.78
-1.0748,3.62
-1.4156,2.95
-1.2801,4.3
-2.383,7.67
-3.1213,7.87
2.4533,6.4
-0.46212,6.17
-1.1601,3.58
-0.88837,2.81
-0.24408,3.73
-1.5196,2.13
-1.5931,4.47
-2.6935,4.63
-2.0818,4.65
-2.4533,4.99
0.57958,3.32
0.095109,2.36
-1.1028,2
-2.7861,0.66
-0.15873,2.72
0.01056,2.41
-1.8381,4.28
-2.998,3.18
-1.9789,3.94
-2.3166,2.83
-1.9789,1.83
-0.66791,3
0.79307,4.04
-2.0293,2.76
-2.1365,2.54
-2.1365,2.85
-2.3166,2.87
-1.0199,1.65
-2.2536,8.5
2.0818,5.35
-1.9303,4.5
0.073951,2.12
-2.528,4.72
0.073951,3.46
-0.64443,3.36
-1.5931,4.49
-3.2603,4.97
-2.0818,5.82
-0.43991,6.36
-1.5931,5.9
1.0253,6.47
-0.30866,2.74
0.91925,2.05
-2.998,5.6
-0.50689,3.22
-2.4533,4.25
0.74428,6.36
-2.6078,1.13
-0.15873,4.6
0.48444,9.05
1.0253,2.98
-1.8381,1.98
-1.8834,3.46
-2.6935,1.28
-2.887,3.95
-2.7861,4.36
-0.86294,4.84
-2.6078,4.09
-1.6702,1.57
-1.2801,4.18
-1.0748,2.7
-0.26554,2.75
0.84278,5.49
-3.4199,3.02
-2.887,2.94
-0.83776,5.77
-1.4842,6.53
-0.01056,2.65
-3.1213,4.65
-1.5931,2.91
-2.6078,4.32
-0.48444,3.34
-2.0293,4.45
-3.6077,4.87
-1.6702,3.49
-0.78815,6.4
-2.6078,8.89
0.35206,4.52
-1.5931,3.94
-0.073951,2.76
-2.528,2.87
-3.2603,3.58
-0.86294,4.3
-2.1937,2.77
-0.15873,7.43
-1.5931,7.82
-1.1894,4.89
-1.9303,6.05
-1.0748,7.79
-1.4495,2.41
-1.8834,3.55
-2.0818,4.39
-0.66791,4.4
-1.8381,2.94
-1.2801,5.52
-0.69156,6.81
-1.2801,8.41
-1.0748,5.68
-3.8362,8.49
-1.7517,2.44
-0.76369,2.79
-1.4842,4.79
-1.5931,2.27
-0.91407,3.59
-0.18,2.42
-1.7517,2.38
2.2536,3.71
-0.01056,5.05
0.868,1.74
-1.6702,4.12
2.528,2.35
-2.1937,4.51
-1.4495,7.57
-0.18,5.69
-1.0199,7.11
-2.887,7.88
-2.4533,3.05
-2.383,5.6
-0.86294,3.72
-1.1028,2.71
-0.33032,2.88
-0.575,10.93
-0.052811,2.36
-0.52945,5.72
-1.3823,6.5
-1.5559,4.82
-0.71541,7.25
-0.575,6.42
-1.5931,5.71
-0.59799,4.71
-3.8362,4.77
-1.2801,3.92
-0.13749,2.5
-0.66791,5.44
0.6026,3.97
1.3823,4.16
-2.6935,5.08
-0.83776,3.87
0.74428,3.85
-1.9303,6.78
-0.15873,7.14
-1.1313,2.91
2.3166,3.68
0.052811,3.6
-0.01056,3.13
0.13749,2.23
-0.24408,3.78
-1.5559,5.41
-2.887,4.58
2.1937,3.81
-1.4842,4.37
-1.5559,1.83
-0.39579,6.34
-0.22267,2.21
-2.6935,10.16
0.28707,2.69
-1.8834,4.5
-2.7861,2.17
-2.1365,4.34
-1.9789,0.14
-0.88837,3.24
-1.4495,6.54
-1.1601,2.69
-2.6078,2.51
1.4156,2.38
-3.2603,2.82
-1.9789,4.37
-2.998,5.54
-2.887,4.54
-1.0472,4.47
-2.4533,1.21
-0.39579,5.75
-1.3114,3.4
-2.383,4.21
-1.2494,3.17
-0.99296,6.56
-0.33032,7.89
-0.78815,4.07
-0.83776,4.54
0.43991,3.72
-2.1365,3.73
-1.8381,2.21
-1.0199,4.39
-1.5196,1.89
-2.4533,1.26
0.22267,2.43
-0.43991,4.06
-2.7861,5.92
-1.5931,5.26
-1.7517,3.51
-1.4156,5.44
-2.0293,5.71
-0.50689,1.79
-0.37388,2.46
-1.0199,2.77
0.91925,4.46
-2.4533,3.15
-3.1213,4.75
0.11629,3.49
-0.69156,4.09
2.1365,4.02
0.74428,1.7
-0.48444,3.09
-0.48444,2.61
-1.1601,3.24
0.99832,2.78
-1.1601,3.86
-3.1213,4.01
-2.4533,5.42
0.64911,6.42
-2.6935,1.86
-2.6935,4.43
0.11629,1.03
-0.33032,3.75
-2.7861,3.94
-0.81284,3.14
-1.7942,4.77
-1.7517,2.78
-0.96636,4.95
-1.1028,2.82
-2.998,1.8
-2.3166,5.44
-1.4495,3.19
-3.8362,0.32
0.073951,4.64
0.97165,4.57
-0.13749,3.37
-0.46212,5
-1.2191,4.25
0.89349,7.27
1.137,2.29
-3.1213,2.59
-2.0818,2.7
2.3166,3.62
-0.073951,2.56
-0.88837,5.43
-3.8362,5.69
0.52945,4.77
-0.78815,4.71
-1.3114,3.11
-0.575,3.58
0.97165,4.61
-2.1365,3.16
-2.6078,6.7
0.91925,8.09
2.6935,5.45
-0.94007,4.87
-3.1213,5.09
-0.81284,5.99
-2.6078,3.33
-0.62113,6.33
-0.4178,3.97
-0.095109,2.25
1.3177,4.56
-1.7942,4.11
-1.8381,2.59
0.13749,5.88
-1.9789,4.86
0.37388,3.79
-1.9303,3.46
-1.5559,6.79
-3.8362,6.32
0.095109,1.63
0.76856,4.25
-1.1894,2.8
3.8362,3.83
-0.50689,4.6
-1.3823,4.93
-1.8834,2.01
-3.4199,4.63
-3.1213,1.34
-1.8381,6.26
1.5931,5.66
-0.4178,3.86
-0.4178,9.72
-1.1601,2.5
-1.3497,3.19
-0.81284,2.88
-0.50689,5.84
-2.4533,2.74
-0.83776,2.88
-0.35206,4.64
0.052811,5.91
-0.86294,7.23
-3.2603,3.7
-0.83776,5.19
-0.13749,5
-2.2536,3.67
2.1365,2.86
2.998,3.82
-1.3497,7.09
-1.3823,2.14
-0.86294,3.55
-1.0199,2.33
0.33032,3.25
1.2863,2.91
-1.1894,3.79
-3.4199,7.14
-0.81284,5.72
-2.7861,2.99
-2.2536,2.74
0.20131,4.44
-1.5196,3.02
1.7517,4.1
-3.1213,3.91
2.7861,4.5
-1.2191,2.42
-2.4533,3.36
-2.0818,6.54
-2.0293,0.88
1.2251,1.42
-1.7517,4.5
-2.1937,5.03
-0.4178,4.17
-2.528,4.25
-0.69156,4.02
-1.1601,4.11
-1.5931,5.19
2.1365,6.75
-0.78815,4.16
0.15873,2.31
-2.0293,3.14
0.4178,2.13
-0.66791,8.32
-3.2603,3.45
-0.13749,2.28
-2.0818,5.43
-1.1601,1.61
-2.7861,2.68
-2.3166,3.91
-2.0818,3.59
-0.37388,2.47
2.4533,2.92
0.24408,2.76
0.74428,6.32
-3.6077,1.86
-2.887,2.86
-3.6077,5.1
-2.6078,3.11
2.3166,3.23
-2.6935,3.2
-1.7104,5.11
-3.6077,5.1
-0.13749,5.14
-2.887,3.23
-0.46212,4.02
1.137,3.47
-2.4533,4.46
0.91925,4.05
-2.998,2.87
-1.3497,8.34
1.8834,7.03
-0.46212,0.79
-2.6078,5.32
-2.528,3.39
0.48444,3.56
-2.4533,7.82
-2.998,4.56
-1.3823,2.58
2.528,6.09
2.1937,3.08
-1.1028,3.6
-1.7942,4.14
1.0804,3.32
-1.8381,3.42
0.7202,2.93
-0.73944,3.23
-1.5931,3.39
-2.0293,2.69
0.52945,4.86
0.24408,2.1
-2.528,2.86
-0.69156,1.16
-2.1937,2.93
2.6078,1.3
-1.2801,5.2
-2.0818,5.02
-0.20131,2.85
1.2251,2.37
-0.73944,3.34
-0.24408,6.61
0.031682,5
-2.1937,8.79
2.6078,2.9
-2.4533,4.81
-1.1601,6.28
-0.15873,6.01
-1.4156,3.82
-3.2603,5.93
-3.6077,1.73
2.0818,2.88
0.55671,4.33
-0.64443,3.08
-2.6078,6.55
-1.2191,2.92
-1.4495,2.51
-0.031682,3.27
-0.73944,3.18
-0.88837,3.63
-0.35206,2.58
-0.91407,7.23
-1.3823,3.63
0.57958,3.5
-3.1213,5.67
-1.8834,1.51
-1.1601,5.35
0.28707,3.3
-0.62113,3.78
-2.6935,6.33
-1.9789,3.04
1.5559,2.72
-1.1894,1.73
-1.0748,2.53
-1.8834,6.97
-2.4533,2.89
-1.3497,5.85
-1.0472,3.85
-2.6078,3.31
-1.1894,5.29
-2.998,6.7
-0.91407,5.17
-2.2536,6.95
-2.6078,5.6
-1.5559,3.95
-0.99296,1.72
-0.073951,2.44
-2.7861,0.96
-2.998,2.04
-0.24408,4.27
-0.64443,7.53
-0.73944,3.18
-2.1365,4.36
-2.7861,5.63
-0.50689,4.06
0.74428,2.74
0.35206,5.44
-3.2603,3.61
-1.1313,2.26
0.84278,5.59
-0.24408,8.53
-2.2536,3.94
-1.1313,3.12
1.4842,3.39
-0.35206,2.33
-1.1894,6.58
-0.18,8.73
-3.4199,3.23
0.97165,3.26
0.35206,3.41
-0.46212,2.6
-1.7104,0.24
-1.0199,2.86
-0.48444,2.63
-0.031682,4.27
-0.83776,3.98
-2.3166,5.15
-2.528,6.75
-1.7942,8.57
-3.2603,5.27
-2.6935,3.03
0.9453,4.31
-0.69156,2.64
-3.6077,5.32
-1.5931,3.62
1.9789,8.32
-1.4495,2.17
-1.4156,0.76
-0.62113,3.44
-0.4178,2.79
0.868,3.54
0.62578,7.96
2.6078,4.16
-2.3166,2.39
-0.55216,1.87
-1.5931,2.88
0.031682,1.95
-3.4199,4.73
-1.5931,6.76
-1.6311,2.13
-0.81284,7.58
0.052811,2.86
-1.0748,3.66
-1.3823,6.68
0.76856,2.91
-0.94007,2.65
-2.528,5.36
-1.7104,6.88
-0.69156,1.95
-0.66791,2.96
-2.4533,2.07
-0.39579,3.15
-3.1213,4.14
-2.4533,2.98
-2.528,3.46
-2.0293,5.44
-0.55216,10.21
-3.8362,5.6
-1.3114,1.68
-1.6702,5.02
-0.69156,4.91
-2.528,3.44
